Order_ID,VehicleID,Sequence,Stop_ID,ArrivalTime,WaitingTime,UnloadingTime,DeaprtureTime
O_994,Veh11000_1,,S_289,0.5570281591409777,0,13.6,1.0930281591409776
O_995,Veh11000_1,,S_289,0.5570281591409777,0,13.6,1.0930281591409776
O_898,Veh11000_1,,S_309,1.001097120220267,0,14.0,1.1410971202202669
O_269,Veh11000_2,,S_459,1.0632847481511198,0,40.9,1.4722847481511199
O_1488,Veh11000_2,,S_667,0.5415325145985083,0,32.199999999999996,1.2635325145985083
O_262,Veh11000_3,,S_441,1.0554926811624126,0,94.80000000000001,2.4034926811624127
O_786,Veh11000_3,,S_209,0.5950785742251682,0,50.60000000000001,1.5010785742251684
O_1119,Veh11000_4,,S_725,0.4548511092509457,0,93.0,2.1848511092509457
O_1659,Veh11000_4,,S_285,3.286625597012302,0,45.7,4.143625597012302
O_1810,Veh11000_4,,S_305,1.0171708074716534,0,20.2,1.2191708074716534
O_1842,Veh11000_5,,S_31,1.2330308936863066,0,32.0,1.5530308936863064
O_1811,Veh11000_5,,S_305,1.0171708074716534,0,20.2,1.2191708074716534
O_473,Veh11000_6,,S_794,1.2314795864160242,0,78.4,2.415479586416024
O_162,Veh11000_6,,S_270,0.5300017340798977,0,50.599999999999994,1.4360017340798976
O_752,Veh11000_7,,S_534,1.053234807727084,0,51.0,1.5632348077270841
O_715,Veh11000_7,,S_147,1.3774201656531948,0,62.800000000000004,2.4054201656531946
O_306,Veh11000_8,,S_522,0.5148662688922145,0,61.2,1.5268662688922146
O_545,Veh11000_8,,S_910,0.3364806974941701,0,27.5,1.0114806974941701
O_569,Veh11000_9,,S_946,0.470466156680893,0,128.5,2.555466156680893
O_1818,Veh11000_9,,S_442,1.1051256022286788,0,71.39999999999999,2.219125602228679
O_363,Veh11000_9,,S_619,3.174232102672596,0,81.0,4.3842321026725966
O_972,Veh11000_10,,S_485,0.48159536489758276,0,71.39999999999999,1.5955953648975827
O_1754,Veh11000_10,,S_433,2.4220530527348147,0,53.6,3.3580530527348147
O_535,Veh11000_10,,S_896,0.3868283323924149,0,77.1,1.5578283323924147
O_386,Veh11000_10,,S_646,3.127283774265815,0,65.0,4.177283774265815
O_1234,Veh11000_11,,S_173,1.3430460421624704,0,48.4,2.2270460421624705
O_784,Veh11000_11,,S_634,3.181468668327994,0,73.0,4.311468668327994
O_224,Veh11000_11,,S_368,0.5523230777949444,0,58.4,1.5363230777949444
O_895,Veh11000_11,,S_915,3.488242367308903,0,92.5,5.213242367308903
O_1756,Veh11000_12,,S_301,1.033059153335059,0,20.2,1.235059153335059
O_1544,Veh11000_12,,S_1078,1.317564867869334,0,44.099999999999994,2.158564867869334
O_1020,Veh11000_13,,S_708,1.0380130263800085,0,44.5,1.4830130263800085
O_471,Veh11000_13,,S_791,1.1921514410010456,0,27.7,1.4691514410010456
O_653,Veh11000_14,,S_1087,1.4671955685057874,0,105.0,3.3171955685057872
O_638,Veh11000_14,,S_1067,4.284797899224171,0,54.800000000000004,5.232797899224171
O_245,Veh11000_14,,S_405,1.0633229235660067,0,161.9,3.4823229235660067
O_1600,Veh11000_15,,S_1046,2.232011908730896,0,72.4,3.356011908730896
O_1258,Veh11000_15,,S_404,5.021758816405396,0,57.699999999999996,5.598758816405396
O_422,Veh11000_15,,S_706,0.4288644074505914,0,25.6,1.0848644074505913
O_740,Veh11000_16,,S_1082,1.3529354802822438,0,61.1,2.363935480282244
O_718,Veh11000_16,,S_863,1.0617210906851762,0,15.700000000000001,1.2187210906851762
O_1187,Veh11000_17,,S_751,0.43462371752893736,0,45.5,1.2896237175289373
O_658,Veh11000_18,,S_948,0.4464443631624797,0,115.0,2.39644436316248
O_1352,Veh11000_18,,S_719,0.30073997421123083,0,12.8,0.4287399742112308
O_28,Veh11000_19,,S_44,1.0466430307987147,0,81.39999999999999,2.2606430307987146
O_1597,Veh11000_19,,S_725,0.4548511092509457,0,25.0,1.1048511092509457
O_249,Veh11000_20,,S_357,0.4402814191498389,0,67.5,1.515281419149839
O_1499,Veh11000_20,,S_366,0.5005099616626147,0,34.5,1.2455099616626149
